shot_goalZone,team_name,player_name,matchPeriod,total_shots,goals,conversion_rate
gt,Lech Poznań,J. Kamiński,2H,1,1,1
gt,Lech Poznań,J. Karlström,1H,2,0,0
gt,Lech Poznań,João Amaral,1H,1,0,0
gt,Lech Poznań,João Amaral,2H,1,0,0
gt,Lech Poznań,M. Ishak,1H,1,0,0
gt,Lech Poznań,M. Ishak,2H,1,0,0
gt,Lech Poznań,M. Pingot,2H,1,0,0
gt,Lech Poznań,R. Murawski,1H,1,0,0
gt,Lechia Gdańsk,B. Kopacz,2H,1,0,0
gt,Lechia Gdańsk,Conrado,2H,1,0,0
gt,Lechia Gdańsk,J. Kałuziński,1H,1,1,1
gt,Lechia Gdańsk,J. Kubicki,2H,1,0,0
gt,Lechia Gdańsk,K. Sezonienko,2H,1,0,0
gt,Lechia Gdańsk,L. Zwoliński,1H,2,0,0
gt,Lechia Gdańsk,L. Zwoliński,2H,2,0,0
gt,Lechia Gdańsk,M. Nalepa,1H,1,0,0
gt,Lechia Gdańsk,M. Nalepa,2H,1,0,0
gt,Lechia Gdańsk,M. Terrazzino,2H,4,1,0.25
gt,Lechia Gdańsk,Í. Durmuş,1H,1,0,0
gt,Lechia Gdańsk,Í. Durmuş,2H,2,0,0
gt,Legia Warszawa,B. Slisz,1H,2,0,0
gt,Legia Warszawa,B. Slisz,2H,2,0,0
gt,Legia Warszawa,Carlitos,2H,2,1,0.5
gt,Legia Warszawa,E. Muçi,2H,1,0,0
gt,Legia Warszawa,F. Mladenović,2H,1,1,1
gt,Legia Warszawa,I. Kharatin,2H,1,0,0
gt,Legia Warszawa,Josué,1H,1,0,0
gt,Legia Warszawa,Josué,2H,1,0,0
gt,Legia Warszawa,K. Skibicki,2H,1,0,0
gt,Legia Warszawa,L. Rose,2H,1,0,0
gt,Legia Warszawa,M. Emreli,1H,1,1,1
gt,Legia Warszawa,M. Rosołek,1H,1,0,0
gt,Legia Warszawa,M. Rosołek,2H,1,0,0
gt,Miedź Legnica,K. Zapolnik,2H,1,0,0
gt,Miedź Legnica,L. Narsingh,1H,1,0,0
gt,Miedź Legnica,L. Narsingh,2H,1,0,0
gt,Miedź Legnica,O. Kobacki,1H,1,0,0
gt,Nieciecza,A. Radwański,1H,1,1,1
gt,Nieciecza,E. Terpiłowski,2H,1,0,0
gt,Nieciecza,M. Mešanović,2H,5,2,0.4
gt,Nieciecza,S. Bonecki,2H,1,0,0
gt,Piast Gliwice,A. Mosór,2H,1,1,1
gt,Piast Gliwice,Alberto Toril,2H,2,1,0.5
gt,Piast Gliwice,D. Kądzior,1H,1,0,0
gt,Piast Gliwice,D. Kądzior,2H,1,0,0
gt,Piast Gliwice,K. Wilczek,1H,1,0,0
gt,Piast Gliwice,K. Wilczek,2H,3,2,0.6666666666666666
gt,Piast Gliwice,M. Konczkowski,2H,1,1,1
gt,Piast Gliwice,N. Stojiljković,2H,1,1,1
gt,Piast Gliwice,P. Lipski,2H,1,0,0
gt,Piast Gliwice,P. Sokołowski,1H,1,1,1
gt,Piast Gliwice,P. Sokołowski,2H,1,1,1
gt,Piast Gliwice,R. Sappinen,1H,1,0,0
gt,Piast Gliwice,R. Sappinen,2H,2,0,0
gt,Pogoń Szczecin,I. Łasicki,2H,1,0,0
gt,Pogoń Szczecin,K. Grosicki,1H,1,0,0
gt,Pogoń Szczecin,K. Kostorz,2H,1,0,0
gt,Pogoń Szczecin,K. Triantafyllopulos,1H,1,0,0
gt,Pogoń Szczecin,K. Triantafyllopulos,2H,1,0,0
gt,Pogoń Szczecin,L. Zahovič,2H,1,1,1
gt,Pogoń Szczecin,M. Kucharczyk,2H,1,1,1
gt,Pogoń Szczecin,R. Kurzawa,2H,1,0,0
gt,Radomiak Radom,D. Abramowicz,1H,1,0,0
gt,Radomiak Radom,D. Jakubik,2H,2,0,0
gt,Radomiak Radom,D. Sokół,2H,1,0,0
gt,Radomiak Radom,Filipe Nascimento,1H,2,0,0
gt,Radomiak Radom,K. Angielski,1H,1,0,0
gt,Radomiak Radom,Leândro,1H,1,0,0
gt,Radomiak Radom,Luís Machado,1H,3,0,0
gt,Radomiak Radom,Luís Machado,2H,1,0,0
gt,Radomiak Radom,M. Cichocki,1H,1,0,0
gt,Radomiak Radom,Maurides,1H,3,0,0
gt,Radomiak Radom,Raphael,2H,2,1,0.5
gt,Raków Częstochowa,B. Nowak,2H,1,1,1
gt,Raków Częstochowa,F. Piasecki,2H,1,1,1
gt,Raków Częstochowa,F. Tudor,2H,1,0,0
gt,Raków Częstochowa,G. Papanikolaou,2H,1,0,0
gt,Raków Częstochowa,Ivi López,1H,3,0,0
gt,Raków Częstochowa,Ivi López,2H,1,0,0
gt,Raków Częstochowa,M. Cebula,2H,1,0,0
gt,Raków Częstochowa,M. Rundić,2H,1,0,0
gt,Raków Częstochowa,M. Wdowiak,2H,1,0,0
gt,Raków Częstochowa,T. Petrášek,1H,1,0,0
gt,Raków Częstochowa,T. Petrášek,2H,1,0,0
gt,Raków Częstochowa,V. Gutkovskis,1H,1,0,0
gt,Raków Częstochowa,V. Gutkovskis,2H,3,0,0
gt,Raków Częstochowa,V. Gvilia,1H,1,0,0
gt,Raków Częstochowa,V. Kochergin,1H,1,0,0
gt,Raków Częstochowa,Z. Arsenić,1H,1,0,0
gt,Stal Mielec,A. Ratajczyk,1H,1,0,0
gt,Stal Mielec,B. Chorbadzhiyski,1H,1,0,0
gt,Stal Mielec,B. Chorbadzhiyski,2H,1,1,1
gt,Stal Mielec,F. Piasecki,1H,1,0,0
gt,Stal Mielec,G. Tomasiewicz,1H,1,1,1
gt,Stal Mielec,K. Getinger,1H,1,0,0
gt,Stal Mielec,K. Getinger,2H,1,0,0
gt,Stal Mielec,M. Domański,2H,1,0,0
gt,Stal Mielec,M. Mak,2H,1,1,1
gt,Stal Mielec,M. Matras,2H,4,1,0.25
gt,Stal Mielec,M. Sitek,1H,1,0,0
gt,Stal Mielec,M. Żyro,2H,1,1,1
gt,Warta Poznań,A. Zreľák,1H,2,1,0.5
gt,Warta Poznań,A. Zreľák,2H,3,2,0.6666666666666666
gt,Warta Poznań,F. Castañeda,2H,1,1,1
gt,Warta Poznań,J. Kiełb,1H,1,0,0
gt,Warta Poznań,Mario Rodríguez,2H,1,0,0
gt,Warta Poznań,Miguel Luís,1H,1,0,0
gt,Warta Poznań,Ł. Trałka,1H,1,0,0
gt,Widzew Łódź,B. Pawłowski,1H,1,0,0
gt,Widzew Łódź,D. Kun,2H,1,0,0
gt,Widzew Łódź,J. Letniowski,1H,1,0,0
gt,Widzew Łódź,Jordi Sánchez,1H,1,0,0
gt,Widzew Łódź,M. Miloš,2H,1,1,1
gt,Widzew Łódź,M. Żyro,1H,1,0,0
gt,Wisła Kraków,A. El Mahdioui,1H,1,1,1
gt,Wisła Kraków,D. Hugi,2H,1,0,0
gt,Wisła Kraków,F. Brown Forbes,2H,1,0,0
gt,Wisła Kraków,K. Gruszkowski,2H,1,0,0
gt,Wisła Kraków,Luis Fernández,1H,1,1,1
gt,Wisła Kraków,M. Hanousek,2H,1,0,0
gt,Wisła Kraków,M. Poletanović,1H,1,0,0
gt,Wisła Płock,A. Kryvotsyuk,2H,1,0,0
gt,Wisła Płock,D. Furman,1H,1,0,0
gt,Wisła Płock,D. Warchoł,2H,1,0,0
gt,Wisła Płock,Davo,1H,1,1,1
gt,Wisła Płock,Davo,2H,2,1,0.5
gt,Wisła Płock,J. Rzeźniczak,2H,1,0,0
gt,Wisła Płock,K. Vallo,2H,3,0,0
gt,Wisła Płock,M. Kolar,2H,3,1,0.3333333333333333
gt,Wisła Płock,P. Tomasik,1H,1,0,0
gt,Wisła Płock,S. Kapuadi,1H,1,0,0
gt,Zagłębie Lubin,D. Bohar,1H,1,0,0
gt,Zagłębie Lubin,E. Daniel,2H,1,1,1
gt,Zagłębie Lubin,F. Starzyński,1H,1,0,0
gt,Zagłębie Lubin,F. Starzyński,2H,2,1,0.5
gt,Zagłębie Lubin,K. Chodyna,2H,1,0,0
gt,Zagłębie Lubin,M. Doležal,1H,2,1,0.5
gt,Zagłębie Lubin,P. Szysz,2H,2,2,1
gt,Zagłębie Lubin,S. Balić,2H,1,0,0
gt,Śląsk Wrocław,Caye Quintana,1H,1,0,0
gt,Śląsk Wrocław,Erik Expósito,1H,1,0,0
gt,Śląsk Wrocław,Erik Expósito,2H,1,0,0
gt,Śląsk Wrocław,F. Piasecki,2H,1,0,0
gt,Śląsk Wrocław,M. Praszelik,2H,1,0,0
gt,Śląsk Wrocław,M. Zylla,2H,1,0,0
gt,Śląsk Wrocław,P. Samiec-Talar,1H,1,0,0
gt,Śląsk Wrocław,P. Schwarz,1H,1,0,0
gt,Śląsk Wrocław,R. Pich,2H,1,0,0
gt,Śląsk Wrocław,W. Golla,2H,1,0,0
gtl,Cracovia Kraków,B. Källman,2H,1,1,1
gtl,Cracovia Kraków,O. Kakabadze,2H,1,1,1
gtl,Cracovia Kraków,P. Makuch,2H,1,0,0
gtl,Górnik Zabrze,B. Nowak,2H,1,1,1
gtl,Górnik Zabrze,D. Stalmach,1H,1,0,0
gtl,Górnik Zabrze,Jesús Jiménez,1H,1,0,0
gtl,Górnik Zabrze,K. Kubica,1H,1,0,0
gtl,Górnik Zabrze,L. Podolski,1H,1,1,1
gtl,Górnik Zabrze,L. Podolski,2H,3,0,0
gtl,Górnik Zabrze,M. Cholewiak,2H,1,0,0
gtl,Górnik Zabrze,R. Dadok,2H,1,0,0
gtl,Górnik Zabrze,R. Jensen,2H,1,1,1
gtl,Górnik Zabrze,S. Włodarczyk,1H,2,1,0.5
gtl,Górnik Łęczna,J. Lokilo,2H,1,1,1
gtl,Górnik Łęczna,M. Wędrychowski,2H,1,0,0
gtl,Górnik Łęczna,P. Banaszak,2H,1,1,1
gtl,Górnik Łęczna,Álex Serrano,1H,1,0,0
gtl,Jagiellonia Białystok,Israel Puerto,1H,1,1,1
gtl,Jagiellonia Białystok,Jesús Imaz,2H,1,1,1
gtl,Jagiellonia Białystok,M. Żyro,2H,2,1,0.5
gtl,Korona Kielce,J. Łukowski,2H,1,1,1
gtl,Lech Poznań,A. Ba Loua,2H,1,0,0
gtl,Lech Poznań,A. Milić,2H,1,1,1
gtl,Lech Poznań,J. Kamiński,2H,1,0,0
gtl,Lech Poznań,João Amaral,1H,1,1,1
gtl,Lech Poznań,K. Velde,1H,1,1,1
gtl,Lech Poznań,M. Ishak,1H,1,1,1
gtl,Lech Poznań,M. Ishak,2H,1,1,1
gtl,Lech Poznań,M. Skóraś,2H,1,1,1
gtl,Lech Poznań,Pedro Rebocho,2H,1,0,0
gtl,Lech Poznań,Pedro Silva,1H,1,0,0
gtl,Lechia Gdańsk,Flávio Paixão,1H,1,0,0
gtl,Lechia Gdańsk,Flávio Paixão,2H,1,1,1
gtl,Lechia Gdańsk,M. Gajos,1H,2,1,0.5
gtl,Lechia Gdańsk,M. Nalepa,1H,1,0,0
gtl,Lechia Gdańsk,M. Nalepa,2H,1,0,0
gtl,Lechia Gdańsk,Í. Durmuş,1H,1,1,1
gtl,Lechia Gdańsk,Í. Durmuş,2H,1,1,1
gtl,Legia Warszawa,F. Mladenović,1H,1,0,0
gtl,Legia Warszawa,F. Mladenović,2H,1,0,0
gtl,Legia Warszawa,Josué,1H,2,0,0
gtl,Legia Warszawa,M. Rosołek,1H,1,0,0
gtl,Legia Warszawa,Rafa Lopes,2H,1,1,1
gtl,Legia Warszawa,T. Pekhart,2H,1,0,0
gtl,Miedź Legnica,L. Narsingh,2H,1,0,0
gtl,Miedź Legnica,S. Matuszek,1H,1,1,1
gtl,Nieciecza,A. Radwański,2H,1,1,1
gtl,Piast Gliwice,Alberto Toril,2H,1,1,1
gtl,Piast Gliwice,C. Reiner,1H,1,1,1
gtl,Piast Gliwice,K. Wilczek,1H,1,1,1
gtl,Pogoń Szczecin,Léo Borges,1H,1,0,0
gtl,Pogoń Szczecin,V. Bichakhchyan,2H,1,1,1
gtl,Radomiak Radom,D. Abramowicz,2H,1,1,1
gtl,Radomiak Radom,Filipe Nascimento,2H,1,0,0
gtl,Radomiak Radom,Leândro,1H,1,1,1
gtl,Radomiak Radom,Leândro,2H,1,1,1
gtl,Radomiak Radom,Roberto Alves,2H,1,1,1
gtl,Raków Częstochowa,B. Lederman,1H,1,0,0
gtl,Raków Częstochowa,M. Cebula,2H,1,1,1
gtl,Raków Częstochowa,M. Wdowiak,2H,2,2,1
gtl,Raków Częstochowa,P. Kun,1H,1,1,1
gtl,Raków Częstochowa,V. Gutkovskis,2H,1,0,0
gtl,Raków Częstochowa,Z. Arsenić,1H,1,0,0
gtl,Stal Mielec,A. Kasperkiewicz,2H,1,0,0
gtl,Stal Mielec,A. Kolev,1H,1,1,1
gtl,Stal Mielec,F. Gerbowski,2H,1,1,1
gtl,Stal Mielec,F. Hiszpański,1H,1,1,1
gtl,Stal Mielec,M. Domański,1H,1,0,0
gtl,Stal Mielec,M. Mak,1H,1,0,0
gtl,Stal Mielec,M. Mak,2H,1,1,1
gtl,Stal Mielec,O. Zawada,2H,1,1,1
gtl,Stal Mielec,P. Żyra,2H,1,1,1
gtl,Stal Mielec,S. Hamulic,1H,1,1,1
gtl,Stal Mielec,S. Hamulic,2H,1,1,1
gtl,Warta Poznań,A. Zreľák,2H,1,0,0
gtl,Warta Poznań,E. Destan,1H,1,1,1
gtl,Warta Poznań,M. Czyżycki,2H,1,0,0
gtl,Widzew Łódź,M. Hanousek,2H,1,1,1
gtl,Widzew Łódź,P. Stępiński,1H,1,0,0
gtl,Wisła Kraków,E. Manu,2H,1,1,1
gtl,Wisła Kraków,F. Brown Forbes,2H,1,0,0
gtl,Wisła Kraków,Luis Fernández,2H,1,1,1
gtl,Wisła Kraków,N. Kuveljić,2H,1,1,1
gtl,Wisła Kraków,Z. Ondrášek,2H,1,0,0
gtl,Wisła Płock,D. Rasak,1H,2,2,1
gtl,Wisła Płock,D. Warchoł,1H,1,1,1
gtl,Wisła Płock,K. Vallo,1H,1,1,1
gtl,Wisła Płock,L. Sekulski,2H,1,0,0
gtl,Wisła Płock,M. Szwoch,2H,1,0,0
gtl,Zagłębie Lubin,A. Ratajczyk,2H,1,0,0
gtl,Zagłębie Lubin,K. Kruk,2H,1,1,1
gtl,Zagłębie Lubin,L. Łakomy,1H,1,0,0
gtl,Zagłębie Lubin,L. Łakomy,2H,1,0,0
gtl,Zagłębie Lubin,M. Doležal,2H,1,1,1
gtl,Śląsk Wrocław,M. Praszelik,2H,1,1,1
gtl,Śląsk Wrocław,P. Schwarz,2H,1,1,1
gtl,Śląsk Wrocław,Víctor García,1H,1,0,0
gtr,Cracovia Kraków,C. Râpă,2H,1,1,1
gtr,Cracovia Kraków,M. Rodin,2H,1,1,1
gtr,Cracovia Kraków,O. Kakabadze,2H,1,0,0
gtr,Cracovia Kraków,P. van Amersfoort,1H,1,0,0
gtr,Górnik Zabrze,A. Gryszkiewicz,1H,1,0,0
gtr,Górnik Zabrze,E. Janža,2H,1,1,1
gtr,Górnik Zabrze,Higinio Marín,2H,1,1,1
gtr,Górnik Zabrze,K. Kubica,1H,1,1,1
gtr,Górnik Zabrze,L. Podolski,2H,1,1,1
gtr,Górnik Łęczna,B. Śpiączka,1H,1,1,1
gtr,Górnik Łęczna,D. Gąska,1H,1,1,1
gtr,Jagiellonia Białystok,Israel Puerto,2H,1,0,0
gtr,Jagiellonia Białystok,Marc Gual,1H,1,1,1
gtr,Jagiellonia Białystok,Marc Gual,2H,1,1,1
gtr,Korona Kielce,J. Podgórski,1H,1,0,0
gtr,Korona Kielce,J. Łukowski,1H,1,1,1
gtr,Lech Poznań,D. Kownacki,1H,1,0,0
gtr,Lech Poznań,M. Ishak,1H,2,2,1
gtr,Lech Poznań,M. Skóraś,2H,1,1,1
gtr,Lech Poznań,N. Kvekveskiri,1H,1,1,1
gtr,Lech Poznań,Pedro Rebocho,1H,1,0,0
gtr,Lechia Gdańsk,Flávio Paixão,1H,1,1,1
gtr,Lechia Gdańsk,Flávio Paixão,2H,1,0,0
gtr,Lechia Gdańsk,L. Zwoliński,1H,1,1,1
gtr,Lechia Gdańsk,M. Gajos,2H,1,1,1
gtr,Lechia Gdańsk,M. Maloča,2H,1,1,1
gtr,Lechia Gdańsk,M. Terrazzino,2H,1,1,1
gtr,Lechia Gdańsk,M. Żukowski,1H,1,1,1
gtr,Lechia Gdańsk,Í. Durmuş,2H,1,1,1
gtr,Legia Warszawa,M. Holownia,2H,1,1,1
gtr,Legia Warszawa,P. Sokołowski,1H,1,1,1
gtr,Nieciecza,K. Śpiewak,2H,1,0,0
gtr,Nieciecza,M. Mešanović,2H,1,1,1
gtr,Nieciecza,N. Tekijaski,1H,1,0,0
gtr,Nieciecza,S. Bonecki,1H,1,0,0
gtr,Piast Gliwice,Jorge Félix,1H,1,0,0
gtr,Piast Gliwice,K. Vida,2H,2,0,0
gtr,Piast Gliwice,K. Wilczek,1H,1,1,1
gtr,Piast Gliwice,P. Sokołowski,2H,1,0,0
gtr,Pogoń Szczecin,J. Bartkowski,1H,2,1,0.5
gtr,Pogoń Szczecin,K. Grosicki,1H,2,2,1
gtr,Pogoń Szczecin,K. Kozłowski,2H,1,1,1
gtr,Pogoń Szczecin,S. Kowalczyk,2H,1,1,1
gtr,Radomiak Radom,M. Grzybek,2H,1,1,1
gtr,Radomiak Radom,Raphael,1H,1,1,1
gtr,Raków Częstochowa,A. Niewulis,1H,1,0,0
gtr,Raków Częstochowa,F. Piasecki,2H,1,1,1
gtr,Raków Częstochowa,Ivi López,1H,1,1,1
gtr,Raków Częstochowa,V. Gutkovskis,1H,1,1,1
gtr,Stal Mielec,A. Ratajczyk,1H,1,1,1
gtr,Stal Mielec,M. Domański,2H,1,1,1
gtr,Stal Mielec,M. Flis,2H,1,1,1
gtr,Stal Mielec,P. Wlazło,2H,1,0,0
gtr,Stal Mielec,S. Hamulic,2H,1,1,1
gtr,Warta Poznań,A. Lis,2H,1,0,0
gtr,Warta Poznań,E. Destan,2H,1,0,0
gtr,Warta Poznań,F. Castañeda,2H,1,1,1
gtr,Warta Poznań,J. Grzesik,1H,1,0,0
gtr,Warta Poznań,M. Czyżycki,2H,1,0,0
gtr,Warta Poznań,M. Jakóbowski,1H,1,0,0
gtr,Warta Poznań,M. Szczepański,1H,1,1,1
gtr,Widzew Łódź,B. Pawłowski,2H,1,1,1
gtr,Widzew Łódź,Jordi Sánchez,1H,1,0,0
gtr,Widzew Łódź,Jordi Sánchez,2H,1,0,0
gtr,Widzew Łódź,Ł. Zjawiński,2H,1,0,0
gtr,Wisła Kraków,M. Frydrych,2H,1,1,1
gtr,Wisła Kraków,N. Kuveljić,1H,1,0,0
gtr,Wisła Kraków,Z. Ondrášek,1H,1,1,1
gtr,Wisła Płock,A. Pawlak,1H,1,1,1
gtr,Wisła Płock,D. Rasak,1H,1,0,0
gtr,Wisła Płock,D. Warchoł,2H,1,0,0
gtr,Wisła Płock,Davo,2H,2,2,1
gtr,Wisła Płock,L. Sekulski,1H,1,1,1
gtr,Wisła Płock,M. Szwoch,2H,1,0,0
gtr,Wisła Płock,P. Tomasik,1H,1,1,1
gtr,Wisła Płock,R. Wolski,1H,1,1,1
gtr,Wisła Płock,R. Wolski,2H,1,1,1
gtr,Wisła Płock,S. Kapuadi,1H,1,0,0
gtr,Zagłębie Lubin,K. Chodyna,1H,1,0,0
gtr,Zagłębie Lubin,S. Živec,2H,1,1,1
gtr,Zagłębie Lubin,T. Makowski,2H,1,1,1
gtr,Zagłębie Lubin,T. Pieńko,2H,1,0,0
gtr,Śląsk Wrocław,Erik Expósito,2H,1,0,0
gtr,Śląsk Wrocław,J. Yeboah,1H,1,0,0
gtr,Śląsk Wrocław,M. Praszelik,1H,1,0,0
gtr,Śląsk Wrocław,M. Praszelik,2H,1,1,1
gtr,Śląsk Wrocław,P. Schwarz,1H,1,1,1
obr,Cracovia Kraków,B. Källman,2H,2,0,0
obr,Cracovia Kraków,C. Râpă,1H,1,0,0
obr,Cracovia Kraków,D. Jablonský,2H,1,0,0
obr,Cracovia Kraków,F. Balaj,1H,1,0,0
obr,Cracovia Kraków,F. Balaj,2H,1,0,0
obr,Cracovia Kraków,F. Loshaj,2H,1,0,0
obr,Cracovia Kraków,J. Jugas,2H,1,0,0
obr,Cracovia Kraków,K. Knap,1H,1,0,0
obr,Cracovia Kraków,K. Knap,2H,1,0,0
obr,Cracovia Kraków,K. Ogorzały,2H,1,0,0
obr,Cracovia Kraków,K. Pestka,1H,1,0,0
obr,Cracovia Kraków,K. Pestka,2H,3,0,0
obr,Cracovia Kraków,M. Rakoczy,2H,1,0,0
obr,Cracovia Kraków,M. Stachera,1H,1,0,0
obr,Cracovia Kraków,O. Kakabadze,1H,1,0,0
obr,Cracovia Kraków,O. Kakabadze,2H,2,0,0
obr,Cracovia Kraków,P. Makuch,1H,1,0,0
obr,Cracovia Kraków,P. Makuch,2H,1,0,0
obr,Cracovia Kraków,P. van Amersfoort,1H,2,0,0
obr,Cracovia Kraków,P. van Amersfoort,2H,1,0,0
obr,Cracovia Kraków,Rivaldinho,1H,1,0,0
obr,Cracovia Kraków,Rivaldinho,2H,1,0,0
obr,Cracovia Kraków,S. Hanca,1H,1,0,0
obr,Cracovia Kraków,S. Hanca,2H,1,0,0
obr,Cracovia Kraków,S. Lusiusz,2H,1,0,0
obr,Cracovia Kraków,V. Ghiţă,1H,1,0,0
obr,Górnik Zabrze,A. Gryszkiewicz,1H,3,0,0
obr,Górnik Zabrze,A. Manneh,2H,1,0,0
obr,Górnik Zabrze,A. Maroša,2H,1,0,0
obr,Górnik Zabrze,B. Nowak,1H,2,0,0
obr,Górnik Zabrze,B. Nowak,2H,1,0,0
obr,Górnik Zabrze,D. Stalmach,2H,1,0,0
obr,Górnik Zabrze,E. Janža,1H,2,0,0
obr,Górnik Zabrze,J. Mvondo,1H,1,0,0
obr,Górnik Zabrze,Jesús Jiménez,1H,1,0,0
obr,Górnik Zabrze,K. Kubica,1H,2,0,0
obr,Górnik Zabrze,K. Kubica,2H,1,0,0
obr,Górnik Zabrze,K. Okunuki,1H,2,0,0
obr,Górnik Zabrze,L. Podolski,1H,2,0,0
obr,Górnik Zabrze,L. Podolski,2H,6,0,0
obr,Górnik Zabrze,P. Krawczyk,1H,2,0,0
obr,Górnik Zabrze,P. Krawczyk,2H,2,0,0
obr,Górnik Zabrze,R. Dadok,1H,2,0,0
obr,Górnik Zabrze,R. Janicki,1H,1,0,0
obr,Górnik Zabrze,R. Jensen,2H,1,0,0
obr,Górnik Zabrze,S. Włodarczyk,1H,1,0,0
obr,Górnik Zabrze,V. Sanogo,2H,1,0,0
obr,Górnik Łęczna,B. Kalinkowski,1H,1,0,0
obr,Górnik Łęczna,B. Śpiączka,1H,5,0,0
obr,Górnik Łęczna,D. Dziwniel,2H,1,0,0
obr,Górnik Łęczna,D. Gąska,1H,2,0,0
obr,Górnik Łęczna,J. Gol,1H,1,0,0
obr,Górnik Łęczna,J. Lokilo,2H,2,0,0
obr,Górnik Łęczna,Leandro,1H,1,0,0
obr,Górnik Łęczna,M. Mak,1H,2,0,0
obr,Górnik Łęczna,M. Mak,2H,2,0,0
obr,Górnik Łęczna,M. Wędrychowski,2H,1,0,0
obr,Górnik Łęczna,P. Banaszak,1H,1,0,0
obr,Górnik Łęczna,P. Banaszak,2H,1,0,0
obr,Górnik Łęczna,P. Wojciechowski,2H,1,0,0
obr,Górnik Łęczna,S. Krykun,2H,1,0,0
obr,Górnik Łęczna,Álex Serrano,2H,1,0,0
obr,Jagiellonia Białystok,B. Bida,1H,2,0,0
obr,Jagiellonia Białystok,B. Kwiecień,2H,1,0,0
obr,Jagiellonia Białystok,B. Nastić,1H,2,0,0
obr,Jagiellonia Białystok,B. Wdowik,2H,1,0,0
obr,Jagiellonia Białystok,F. Černych,1H,1,0,0
obr,Jagiellonia Białystok,F. Černych,2H,4,0,0
obr,Jagiellonia Białystok,Israel Puerto,2H,2,0,0
obr,Jagiellonia Białystok,J. Lewicki,2H,1,0,0
obr,Jagiellonia Białystok,Jesús Imaz,1H,1,0,0
obr,Jagiellonia Białystok,Jesús Imaz,2H,3,0,0
obr,Jagiellonia Białystok,K. Toporkiewicz,2H,1,0,0
obr,Jagiellonia Białystok,M. Matysik,2H,1,0,0
obr,Jagiellonia Białystok,M. Pazdan,2H,1,0,0
obr,Jagiellonia Białystok,Marc Gual,1H,2,0,0
obr,Jagiellonia Białystok,Marc Gual,2H,4,0,0
obr,Jagiellonia Białystok,Nené,1H,1,0,0
obr,Jagiellonia Białystok,O. Wojciechowski,2H,1,0,0
obr,Jagiellonia Białystok,P. Mystkowski,2H,1,0,0
obr,Jagiellonia Białystok,T. Romanczuk,2H,1,0,0
obr,Jagiellonia Białystok,К. Struski,1H,2,0,0
obr,Korona Kielce,A. Frączczak,1H,1,0,0
obr,Korona Kielce,B. Śpiączka,2H,1,0,0
obr,Korona Kielce,D. Błanik,2H,1,0,0
obr,Korona Kielce,D. Takáč,2H,1,0,0
obr,Korona Kielce,J. Łukowski,2H,1,0,0
obr,Korona Kielce,R. Deaconu,2H,2,0,0
obr,Lech Poznań,A. Ba Loua,1H,3,0,0
obr,Lech Poznań,A. Ba Loua,2H,1,0,0
obr,Lech Poznań,A. Milić,1H,1,0,0
obr,Lech Poznań,A. Milić,2H,1,0,0
obr,Lech Poznań,B. Salamon,1H,2,0,0
obr,Lech Poznań,D. Kownacki,2H,3,0,0
obr,Lech Poznań,Dani Ramírez,1H,1,0,0
obr,Lech Poznań,Dani Ramírez,2H,1,0,0
obr,Lech Poznań,F. Szymczak,1H,1,0,0
obr,Lech Poznań,F. Szymczak,2H,1,0,0
obr,Lech Poznań,G. Tsitaishvili,1H,2,0,0
obr,Lech Poznań,G. Tsitaishvili,2H,1,0,0
obr,Lech Poznań,J. Kamiński,1H,5,0,0
obr,Lech Poznań,J. Kamiński,2H,2,0,0
obr,Lech Poznań,J. Karlström,1H,1,0,0
obr,Lech Poznań,Joel Pereira,1H,1,0,0
obr,Lech Poznań,João Amaral,1H,6,0,0
obr,Lech Poznań,João Amaral,2H,1,0,0
obr,Lech Poznań,K. Velde,1H,1,0,0
obr,Lech Poznań,K. Velde,2H,1,0,0
obr,Lech Poznań,M. Ishak,2H,1,0,0
obr,Lech Poznań,M. Skóraś,1H,2,0,0
obr,Lech Poznań,M. Skóraś,2H,4,0,0
obr,Lech Poznań,N. Kvekveskiri,1H,1,0,0
obr,Lech Poznań,N. Kvekveskiri,2H,1,0,0
obr,Lech Poznań,R. Murawski,1H,1,0,0
obr,Lech Poznań,R. Murawski,2H,1,0,0
obr,Lechia Gdańsk,B. Diabaté,1H,3,0,0
obr,Lechia Gdańsk,B. Diabaté,2H,1,0,0
obr,Lechia Gdańsk,Conrado,1H,2,0,0
obr,Lechia Gdańsk,D. Piła,1H,1,0,0
obr,Lechia Gdańsk,Flávio Paixão,1H,1,0,0
obr,Lechia Gdańsk,Flávio Paixão,2H,2,0,0
obr,Lechia Gdańsk,J. Ceesay,1H,1,0,0
obr,Lechia Gdańsk,J. Kałuziński,1H,1,0,0
obr,Lechia Gdańsk,J. Kałuziński,2H,1,0,0
obr,Lechia Gdańsk,K. Sezonienko,1H,1,0,0
obr,Lechia Gdańsk,L. Zwoliński,1H,3,0,0
obr,Lechia Gdańsk,L. Zwoliński,2H,5,0,0
obr,Lechia Gdańsk,M. Gajos,2H,1,0,0
obr,Lechia Gdańsk,M. Maloča,2H,1,0,0
obr,Lechia Gdańsk,M. Nalepa,1H,2,0,0
obr,Lechia Gdańsk,M. Terrazzino,1H,2,0,0
obr,Lechia Gdańsk,R. Pietrzak,1H,1,0,0
obr,Lechia Gdańsk,T. Makowski,2H,1,0,0
